标题,标题链接,sal,er,er2,er1,字段1,采集时间,抓取时间
大模型系统架构师（省人工智能中心）,https://jobs.51job.com/hangzhou/156270074.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,60-80万/年,中国电信股份有限公司浙江,,国企,5000-10000人,,2026/5/14 17:15
人工智能应用岗,https://jobs.51job.com/hangzhou-scq/161976351.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万·16薪,浙江大学继续教育学院,,事业单位,5000-10000人,,2026/5/14 17:15
脑科学与人工智能应用工程师招聘,https://jobs.51job.com/hangzhou-gsq/169013852.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6-9.5千,杭州声智共鸣科技,,合资,,,2026/5/14 17:15
人工智能算法工程师(J10559),https://jobs.51job.com/hangzhou-bjq/169515154.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-2.7万·20薪,杭州极弱磁场国家重大科技基础设施研究院,,事业单位,150-500人,,2026/5/14 17:15
机器人与人工智能研究院研究院副院长,https://jobs.51job.com/hangzhou-xhq/171709629.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,杭州万向职业技术学院,,非营利组织,150-500人,,2026/5/14 17:15
AI销售经理,https://jobs.51job.com/hangzhou-bjq/171252495.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万,金华极钛数字科技,,民营,少于50人,,2026/5/14 17:16
AI产品认证工程师,https://jobs.51job.com/hangzhou-qtq/171015482.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万·14薪,浙江天祥质量技术服务有限公司杭州,,已上市,500-1000人,,2026/5/14 17:16
销售经理（AI）,https://jobs.51job.com/hangzhou-bjq/171172649.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,30-40万/年,杭州高新技术产业开发区（滨江）人才管理服务中心,,事业单位,50-150人,,2026/5/14 17:16
猎头顾问（智能AI）,https://jobs.51job.com/hangzhou-bjq/171612781.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1万,北京信业精汇管理咨询,,民营,少于50人,,2026/5/14 17:16
AI解决方案工程师（aicc销售）,https://jobs.51job.com/hangzhou-xsq/171857184.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万,杭州一知智能科技,,民营,150-500人,,2026/5/14 17:16
AI全新风口 不加班到点就走 企业顾问,https://jobs.51job.com/hangzhou-scq/169340270.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6千-1.2万,杭州汇联数科企业服务,,民营,,,2026/5/14 17:16
AI服务器硬件高级工程师,https://jobs.51job.com/hangzhou-qtq/168198207.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万,深圳麦格米特电气,,已上市,5000-10000人,,2026/5/14 17:16
Ai数据分析师（27届实习）,https://jobs.51job.com/hangzhou-bjq/171704327.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-4千,矽力杰半导体技术（杭州）,,已上市,1000-5000人,,2026/5/14 17:16
技术产品实习生（AI基础与应用方向）-中国交易与广告,https://jobs.51job.com/hangzhou/170609892.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7-9千,字节跳动,,民营,10000人以上,,2026/5/14 17:16
线上批发销售专员（AI系统运营投放方向）,https://jobs.51job.com/hangzhou-scq/171191686.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5千-1万,嘉兴市上升服饰科技,,民营,150-500人,,2026/5/14 17:16
AI服务器硬件工程师,https://jobs.51job.com/hangzhou-qtq/168198718.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万,深圳麦格米特电气,,已上市,5000-10000人,,2026/5/14 17:16
AI漫剧剪辑师,https://jobs.51job.com/hangzhou-gsq/170539418.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5-8千,浙江龙果映画影视科技,,民营,少于50人,,2026/5/14 17:16
研发工程师（AI+计算流体力学CFD）,https://jobs.51job.com/hangzhou-bjq/170227267.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万·15薪,中控技术,,已上市,5000-10000人,,2026/5/14 17:16
售前解决方案经理（AI体育教育方向--杭州）,https://jobs.51job.com/hangzhou-bjq/171899579.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-2万,浙江宇视科技,,民营,1000-5000人,,2026/5/14 17:16
制造业营销系统实施顾问（CRM/ERP+AI方向）,https://jobs.51job.com/hangzhou-xsq/167052675.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万,杭州科百特过滤器材,,民营,5000-10000人,,2026/5/14 17:16
生物AI研究员  方向：计算生物学,https://jobs.51job.com/hangzhou-xhq/141063287.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-1.5万,杭州唯铂莱生物科技,,民营,150-500人,,2026/5/14 17:16
（新项目，base苏州）AI厨电-HRBP,https://jobs.51job.com/hangzhou-bjq/171693272.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-2万·15薪,寰世未来（苏州）安全技术,,民营,少于50人,,2026/5/14 17:16
运营AI-LiNK 品牌先锋-杭州（区域独家经销商的岗位）,https://jobs.51job.com/hangzhou/170495928.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1万,A.O.史密斯（中国）,,外资（欧美）,5000-10000人,,2026/5/14 17:16
AI漫剧编剧,https://jobs.51job.com/hangzhou-gsq/170539262.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5-8千,浙江龙果映画影视科技,,民营,少于50人,,2026/5/14 17:16
云服务与AI大模型市场总监,https://jobs.51job.com/hangzhou-yhq/171784494.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2.5-4.5万,进迭时空（杭州）科技,,民营,150-500人,,2026/5/14 17:16
AI产品全国推广总监,https://jobs.51job.com/hangzhou/171385964.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2万,厦门雅迅智联科技,,国企,500-1000人,,2026/5/14 17:16
招聘专员-辅助AI方向,https://jobs.51job.com/hangzhou/171166742.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1万·14薪,杭州骏蚂信息技术,,外资（非欧美）,,,2026/5/14 17:16
AI漫剧导演,https://jobs.51job.com/hangzhou/170533720.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.6万,浙江龙果映画影视科技,,民营,少于50人,,2026/5/14 17:16
AI大模型芯片市场总监/经理,https://jobs.51job.com/hangzhou-yhq/169535447.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2.5-4.5万,进迭时空（杭州）科技,,民营,150-500人,,2026/5/14 17:16
机器人与人工智能研究院研究院院长,https://jobs.51job.com/hangzhou-xhq/171709577.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,杭州万向职业技术学院,,非营利组织,150-500人,,2026/5/14 17:16
大客户&销售代表（工业AI菁英人才后备）,https://jobs.51job.com/hangzhou-qtq/171304884.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,9千-1.8万,杭州和利时自动化,,合资,1000-5000人,,2026/5/14 17:16
AI医疗器械市场总监,https://jobs.51job.com/hangzhou-xsq/170592981.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,15-30万/年,杭州辰汉智能科技,,民营,50-150人,,2026/5/14 17:16
（新项目，base苏州）AI厨电结构工程师,https://jobs.51job.com/hangzhou-bjq/171692788.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万·15薪,寰世未来（苏州）安全技术,,民营,少于50人,,2026/5/14 17:16
人工智能机加编程工程师,https://jobs.51job.com/hangzhou-xsq/168826358.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.6万·13薪,浙江西子航空制造,,民营,150-500人,,2026/5/14 17:17
助理研究员(结构工程、人工智能、大模型),https://jobs.51job.com/hangzhou-gsq/162640423.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.5万,香港理工大学深圳研究院,,外资（非欧美）,50-150人,,2026/5/14 17:17
AI产品经理,https://jobs.51job.com/hangzhou/171939714.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,杭州天阙科技,,民营,50-150人,,2026/5/14 17:17
(新项目，base苏州）AI厨电-产品经理,https://jobs.51job.com/hangzhou-bjq/171746211.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万·15薪,寰世未来（苏州）安全技术,,民营,少于50人,,2026/5/14 17:17
AI漫剧制作师,https://jobs.51job.com/hangzhou/171503337.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1.2万,杭州天炫文化科技,,民营,50-150人,,2026/5/14 17:17
Agent开发高级主管（财务方向）,https://jobs.51job.com/hangzhou-qtq/171913254.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3万·15薪,三花控股集团,,民营,10000人以上,,2026/5/14 17:17
商业视频剪辑/ai视频剪辑,https://jobs.51job.com/hangzhou/171947777.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1万,杭州对跖点传媒,,民营,少于50人,,2026/5/14 17:17
(新项目，base苏州）AI厨电-采购总监/经理,https://jobs.51job.com/hangzhou-bjq/171692677.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万·15薪,寰世未来（苏州）安全技术,,民营,少于50人,,2026/5/14 17:17
AI动漫项目管理,https://jobs.51job.com/hangzhou/171612299.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.5万,宁波吉丁数字科技,,民营,少于50人,,2026/5/14 17:17
AI剧编剧,https://jobs.51job.com/hangzhou/171932064.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万,凡相元极（杭州）文化科技,,创业公司,少于50人,,2026/5/14 17:17
视觉设计师,https://jobs.51job.com/hangzhou-xsq/172057697.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.3万·13薪,昆山市贝尔儿童用品,,民营,500-1000人,,2026/5/14 17:17
短视频拍摄剪辑,https://jobs.51job.com/hangzhou/172048157.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6-8千,现代联合控股集团,,民营,1000-5000人,,2026/5/14 17:17
客户服务管理中心助理,https://jobs.51job.com/hangzhou-bjq/172072424.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,6-9千,杭州统一众智科技,,民营,少于50人,,2026/5/14 17:17
电机算法工程师,https://jobs.51job.com/hangzhou-fyq/172019987.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-5.5万,杭州极目智控科技,,民营,150-500人,,2026/5/14 17:17
人事专员,https://jobs.51job.com/hangzhou/172070662.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万·14薪,杭州长川科技,,已上市,1000-5000人,,2026/5/14 17:17
人工智能工程师,https://jobs.51job.com/hangzhou-bjq/168292201.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.2万·13薪,上海仁廉信息科技,,民营,少于50人,,2026/5/14 17:17
大模型平台专家/智能体专家,https://jobs.51job.com/hangzhou-xhq/169470564.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-5万·13薪,亚信科技（中国）,,已上市,10000人以上,,2026/5/14 17:17
智能体研发工程师,https://jobs.51job.com/hangzhou-bjq/171931624.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3.5万,东方通信,,国企,1000-5000人,,2026/5/14 17:17
电商视觉设计主管,https://jobs.51job.com/hangzhou-bjq/172069688.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.8-2.5万,浙江宝娜斯品牌管理,,民营,少于50人,,2026/5/14 17:17
垂直智能体（Agent）,https://jobs.51job.com/hangzhou-fyq/170560358.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,30-40万/年,杭州集世迈新能源智能装备,,民营,50-150人,,2026/5/14 17:17
资深猎头顾问-AI大模型/出海,https://jobs.51job.com/hangzhou-xhq/170438324.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.5万,上海科锐福克斯人才顾问,,民营,150-500人,,2026/5/14 17:17
阿里云智能-销售运营专家（政企MaaS方向）-杭州,https://jobs.51job.com/hangzhou/171573608.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-2万,阿里云计算,,民营,10000人以上,,2026/5/14 17:17
AI机器人新厂300一天/入职快0费用,https://jobs.51job.com/hangzhou/171715790.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1万,河北传晨企业管理,,民营,少于50人,,2026/5/14 17:17
场景地编,https://jobs.51job.com/hangzhou/172069768.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,8千-1.3万,杭州数字场景科技,,民营,少于50人,,2026/5/14 17:17
文旅数字开发工程师（3D测绘及建模工程师）,https://jobs.51job.com/hangzhou-gsq/171199286.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1.4万,香港理工大学深圳研究院,,外资（非欧美）,50-150人,,2026/5/14 17:17
Agent开发工程师 (MJ000642),https://jobs.51job.com/hangzhou-qtq/171427121.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.7-3万·13薪,浙江九洲药业,,已上市,1000-5000人,,2026/5/14 17:17
大模型应用工程师(J10689),https://jobs.51job.com/hangzhou-qtq/171599573.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万·14薪,杭州士兰集成电路,,已上市,5000-10000人,,2026/5/14 17:17
智算业务部 部门负责人,https://jobs.51job.com/hangzhou-scq/171347098.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,,杭州市人工智能产业创新中心,,国企,少于50人,,2026/5/14 17:17
7000ai生成师早十晚七,https://jobs.51job.com/hangzhou/172004491.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,5-7千,沃英（河北）科技,,民营,少于50人,,2026/5/14 17:17
生态合作（开源社区方向）,https://jobs.51job.com/hangzhou-bjq/170147068.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万,杭州具身智能中试基地科技,,创业公司,少于50人,,2026/5/14 17:17
计算机视觉研究员,https://jobs.51job.com/hangzhou/164526551.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万·13薪,杭州市滨江区浙工大人工智能创新研究院,,非营利组织,150-500人,,2026/5/14 17:17
业务经理,https://jobs.51job.com/hangzhou-scq/171347606.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,,杭州市人工智能产业创新中心,,国企,少于50人,,2026/5/14 17:17
大模型算法工程师,https://jobs.51job.com/hangzhou-bjq/170128497.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2.5-5万,航天时代低空科技,,国企,150-500人,,2026/5/14 17:17
APS算法工程师,https://jobs.51job.com/hangzhou-qtq/171379430.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,20-30万/年,玳能科技（杭州）,,外资（非欧美）,1000-5000人,,2026/5/14 17:17
大模型算法研究员,https://jobs.51job.com/hangzhou/164526653.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万·13薪,杭州市滨江区浙工大人工智能创新研究院,,非营利组织,150-500人,,2026/5/14 17:17
文旅数字开发工程师（文字音效视频剪辑方向）,https://jobs.51job.com/hangzhou-gsq/171199425.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,7千-1.4万,香港理工大学深圳研究院,,外资（非欧美）,50-150人,,2026/5/14 17:17
大模型研发工程师,https://jobs.51job.com/hangzhou-bjq/171931662.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3.5万,东方通信,,国企,1000-5000人,,2026/5/14 17:17
python 开发工程师,https://jobs.51job.com/hangzhou-bjq/170386952.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.2万,杭州析数科技,,民营,50-150人,,2026/5/14 17:17
python开发工程师,https://jobs.51job.com/hangzhou-xhq/170801055.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.2-2万,知来具身智能科技（苏州）,,民营,50-150人,,2026/5/14 17:17
研发工程师,https://jobs.51job.com/hangzhou-bjq/169097898.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-3.5万,杭州具身智能中试基地科技,,创业公司,少于50人,,2026/5/14 17:17
多模态算法工程师（文档解析方向）,https://jobs.51job.com/hangzhou-gsq/170974614.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-3万,清瑶智能科技（杭州）,,民营,150-500人,,2026/5/14 17:17
数据治理专员,https://jobs.51job.com/hangzhou-xsq/171085856.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-1.5万,杭州钢铁集团,,国企,10000人以上,,2026/5/14 17:17
Python Web 后端开发工程师,https://jobs.51job.com/hangzhou-bjq/171573992.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.3-2万,杭州析数科技,,民营,50-150人,,2026/5/14 17:17
优化算法工程师,https://jobs.51job.com/hangzhou-qtq/171997577.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-1.8万·13薪,张家港扬子纺纱,,外资（欧美）,1000-5000人,,2026/5/14 17:17
LLM Agent 应用 / 产品 / 框架方向,https://jobs.51job.com/hangzhou/171853750.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3.3-6.5万·15薪,上海学珍企业管理咨询事务所,,民营,,,2026/5/14 17:17
Python 全栈开发工程师,https://jobs.51job.com/hangzhou-bjq/170240627.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.5-2.5万,杭州析数科技,,民营,50-150人,,2026/5/14 17:17
算法工程师,https://jobs.51job.com/hangzhou-xhq/170952941.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-3万,杭州迅家科技发展,,民营,少于50人,,2026/5/14 17:17
算法工程师,https://jobs.51job.com/hangzhou-scq/170699192.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万,中国铁塔股份有限公司浙江省,,国企,10000人以上,,2026/5/14 17:17
VLM算法研究员,https://jobs.51job.com/hangzhou-yhq/171743604.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.6-3.2万,清瑶智能科技（杭州）,,民营,150-500人,,2026/5/14 17:17
大模型开发工程师（Agent方向）,https://jobs.51job.com/hangzhou-bjq/171146180.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2-4万·14薪,中控技术,,已上市,5000-10000人,,2026/5/14 17:17
自然语言处理研究员,https://jobs.51job.com/hangzhou/168987364.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,25-30万/年,杭州市滨江区浙工大人工智能创新研究院,,非营利组织,150-500人,,2026/5/14 17:17
Cocos Creator游戏开发工程师,https://jobs.51job.com/hangzhou-xhq/171448333.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1.1-2.2万,浙江大沩人工智能科技,,民营,50-150人,,2026/5/14 17:17
开发工程师,https://jobs.51job.com/hangzhou-scq/171347730.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,,杭州市人工智能产业创新中心,,国企,少于50人,,2026/5/14 17:17
Python软件工程师,https://jobs.51job.com/hangzhou-qtq/112629895.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,1-2万·15薪,杭州泛利科技,,合资,50-150人,,2026/5/14 17:17
工业物联网与数字孪生平台,https://jobs.51job.com/hangzhou-fyq/170560407.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,30-40万/年,杭州集世迈新能源智能装备,,民营,50-150人,,2026/5/14 17:18
AI4S算法科学家,https://jobs.51job.com/hangzhou-bjq/170590469.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,3-4.5万·17薪,杭州深度原理科技,,民营,少于50人,,2026/5/14 17:18
Technology-Cloud Architect (云架构师）,https://jobs.51job.com/hangzhou-bjq/171686742.html?s=sou_sou_soulb&t=0_0&req=451eae81422a74d7772903b24d814a24,2.5-4万·13薪,埃森哲（中国）,,外资（欧美）,10000人以上,,2026/5/14 17:18
